scenario,filter,model,params,val_f1,val_threshold,test_f1,test_precision,test_recall,test_roc_auc,test_auprc
baseline,none,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'contamination': 'auto'}",0.12345679012345678,-0.043282485851749264,0.06635071090047394,0.04666666666666667,0.11475409836065574,0.4274607456595422,0.04027068232793251
baseline,none,IsolationForest,"{'n_estimators': 300, 'max_samples': 'auto', 'contamination': 'auto'}",0.12307692307692307,-0.038795993223540826,0.027777777777777776,0.024096385542168676,0.03278688524590164,0.4332849138825483,0.04127054030443259
baseline,none,IsolationForest,"{'n_estimators': 100, 'max_samples': 0.8, 'contamination': 'auto'}",0.10552763819095477,-0.11237368796209024,0.08193668528864059,0.04343534057255676,0.7213114754098361,0.43656360240713843,0.04136608337517478
baseline,none,IsolationForest,"{'n_estimators': 100, 'max_samples': 0.6, 'contamination': 'auto'}",0.11224489795918366,-0.1016289908652645,0.08752327746741155,0.04639684106614018,0.7704918032786885,0.4680362454174449,0.04632410975297878
baseline,none,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'max_features': 0.8, 'contamination': 'auto'}",0.11274509803921569,-0.08914609527410056,0.0818926296633303,0.04335260115606936,0.7377049180327869,0.41513453690253854,0.042417025906330647
baseline,none,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'max_features': 0.5, 'contamination': 'auto'}",0.12499999999999997,-0.033434029166550305,0.05309734513274336,0.057692307692307696,0.04918032786885246,0.4242097253925434,0.04012381349722949
baseline,none,OCSVM,"{'nu': 0.01, 'kernel': 'rbf', 'gamma': 'scale'}",0.13114754098360656,-0.04560469624842778,0.19161676646706588,0.1509433962264151,0.26229508196721313,0.43960711074220105,0.08930360535320629
baseline,none,OCSVM,"{'nu': 0.03, 'kernel': 'rbf', 'gamma': 'scale'}",0.13793103448275862,0.7617549812752955,0.12195121951219512,0.23809523809523808,0.08196721311475409,0.4401604758940305,0.08791660980877786
baseline,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 'scale'}",0.14285714285714285,1.7330118291946448,0.08,0.21428571428571427,0.04918032786885246,0.4413087085840769,0.08742191613563027
baseline,none,OCSVM,"{'nu': 0.1, 'kernel': 'rbf', 'gamma': 'scale'}",0.14285714285714285,4.619829609978112,0.0547945205479452,0.16666666666666666,0.03278688524590164,0.4406861727882687,0.08121218264610665
baseline,none,OCSVM,"{'nu': 0.15, 'kernel': 'rbf', 'gamma': 'scale'}",0.14285714285714285,9.09900491631656,0.05405405405405406,0.15384615384615385,0.03278688524590164,0.44076917756104306,0.07884825193959376
baseline,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 'auto'}",0.13793103448275862,0.4091575343557281,0.07692307692307693,0.17647058823529413,0.04918032786885246,0.4361347444144704,0.08382517463791492
baseline,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.1}",0.14285714285714285,0.18330532863429677,0.0,0.0,0.0,0.5259044061700214,0.07649939955366557
baseline,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.01}",0.14285714285714285,1.6650141204676068,0.08,0.21428571428571427,0.04918032786885246,0.4404509925987411,0.0877318690816345
baseline,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.001}",0.13333333333333333,-0.06490760126619932,0.1595744680851064,0.11811023622047244,0.2459016393442623,0.4359272324825344,0.08355748273051798
robustness,aggressive,Mahalanobis,{'method': 'empirical'},0.20588235294117646,24379.40486861159,0.12261469752334551,0.09754521963824289,0.1650273224043716,0.5483916584447139,0.09884076488137494
robustness,aggressive,Mahalanobis,{'method': 'robust'},0.17801047120418845,55283.807813933774,0.16647720095995958,0.09411596686660954,0.7202185792349727,0.5327729064762305,0.09502329664128585
robustness,aggressive,IsolationForest,"{'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto'}",0.15384615384615383,-0.02915913388253566,0.021897810218978103,0.06629834254143646,0.013114754098360656,0.35641790837003484,0.06586562669244242
robustness,aggressive,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'contamination': 'auto'}",0.14342629482071712,-0.08429880885656615,0.12042346713718571,0.06696921378633632,0.5967213114754099,0.352135532582424,0.06503335586485456
robustness,aggressive,IsolationForest,"{'n_estimators': 300, 'max_samples': 'auto', 'contamination': 'auto'}",0.145985401459854,-0.09041090381234335,0.13335955940204564,0.07327353290824598,0.740983606557377,0.3495455739793033,0.06536435348537295
robustness,aggressive,IsolationForest,"{'n_estimators': 100, 'max_samples': 0.8, 'contamination': 'auto'}",0.14652014652014653,-0.10474131894733957,0.13441624365482233,0.07409065472859541,0.7234972677595628,0.3548547223010099,0.0644688813515242
robustness,aggressive,IsolationForest,"{'n_estimators': 100, 'max_samples': 0.6, 'contamination': 'auto'}",0.1506849315068493,-0.07365245995451292,0.09565046250738043,0.058329332693230915,0.26557377049180325,0.3680373401359479,0.0680972843806904
robustness,aggressive,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'max_features': 0.8, 'contamination': 'auto'}",0.1518987341772152,-0.04809562050587274,0.06891750783153498,0.05056179775280899,0.10819672131147541,0.3524668468245862,0.06473843420247202
robustness,aggressive,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'max_features': 0.5, 'contamination': 'auto'}",0.16666666666666669,-0.02569234616239796,0.027726432532347505,0.08982035928143713,0.01639344262295082,0.37082404557194915,0.06841581358415466
robustness,aggressive,OCSVM,"{'nu': 0.01, 'kernel': 'rbf', 'gamma': 'scale'}",0.18749999999999997,0.1051599278217692,0.09493161705551086,0.1798780487804878,0.06448087431693988,0.3536170501547815,0.08185925103118302
robustness,aggressive,OCSVM,"{'nu': 0.03, 'kernel': 'rbf', 'gamma': 'scale'}",0.18749999999999997,0.3201829621534795,0.09561752988047809,0.17647058823529413,0.06557377049180328,0.35315174853527437,0.0813205775267809
robustness,aggressive,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 'scale'}",0.18749999999999997,0.5556765539862489,0.0959119496855346,0.17086834733893558,0.06666666666666667,0.35327947156770456,0.08097707730874013
robustness,aggressive,OCSVM,"{'nu': 0.1, 'kernel': 'rbf', 'gamma': 'scale'}",0.18181818181818182,3.2354234887376094,0.022244691607684528,0.14864864864864866,0.012021857923497269,0.3549606361326255,0.07992377392882383
robustness,aggressive,OCSVM,"{'nu': 0.15, 'kernel': 'rbf', 'gamma': 'scale'}",0.18181818181818182,5.875756413117799,0.016210739614994935,0.1111111111111111,0.008743169398907104,0.3541813052226656,0.07800576481282931
robustness,aggressive,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 'auto'}",0.17857142857142858,-0.08395814593062312,0.111003861003861,0.09939498703543648,0.12568306010928962,0.3515929707089672,0.07910223441162079
robustness,aggressive,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.1}",0.18749999999999997,0.13194838886813345,0.06284367635506677,0.11173184357541899,0.04371584699453552,0.4029009717275033,0.07975961704388698
robustness,aggressive,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.01}",0.18749999999999997,0.4907909664208816,0.09664848012470771,0.16847826086956522,0.06775956284153005,0.3528671848671988,0.08063915698770831
robustness,aggressive,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.001}",0.17857142857142858,-0.06660708004643823,0.11186113789778207,0.1000862812769629,0.126775956284153,0.3517108331984759,0.07911720376114265
robustness,mild,Mahalanobis,{'method': 'empirical'},0.1818181818181818,19090.654034100913,0.12980420594633793,0.09835164835164835,0.1908315565031983,0.5367086689207429,0.09648713990608619
robustness,mild,Mahalanobis,{'method': 'robust'},0.1904761904761905,79388.91358727936,0.12039532794249776,0.10403726708074534,0.14285714285714285,0.5353067516132788,0.09772803764167314
robustness,mild,IsolationForest,"{'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto'}",0.16666666666666663,-0.03553884122505163,0.03397027600849257,0.05052631578947368,0.0255863539445629,0.3592079562228816,0.06549876618555195
robustness,mild,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'contamination': 'auto'}",0.14457831325301204,-0.05048081103248164,0.07425569176882663,0.05529473135106938,0.11300639658848614,0.3582453412036838,0.06573142241497365
robustness,mild,IsolationForest,"{'n_estimators': 300, 'max_samples': 'auto', 'contamination': 'auto'}",0.14814814814814817,-0.04576416275352724,0.06939163498098859,0.06260720411663807,0.07782515991471216,0.35274950044386444,0.06636000125291651
robustness,mild,IsolationForest,"{'n_estimators': 100, 'max_samples': 0.8, 'contamination': 'auto'}",0.14285714285714288,-0.1040174052653815,0.13090541224076885,0.07231474237174472,0.6897654584221748,0.350994850549317,0.06439357309044583
robustness,mild,IsolationForest,"{'n_estimators': 100, 'max_samples': 0.6, 'contamination': 'auto'}",0.14814814814814817,-0.04422193967108784,0.023688663282571912,0.05737704918032787,0.014925373134328358,0.3688871832110861,0.06726464913631588
robustness,mild,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'max_features': 0.8, 'contamination': 'auto'}",0.14035087719298245,-0.08847118537524451,0.14418917619917332,0.07923930269413629,0.7995735607675906,0.35954956159901585,0.065849439459094
robustness,mild,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'max_features': 0.5, 'contamination': 'auto'}",0.1739130434782609,-0.01659403710329488,0.00625,0.13636363636363635,0.0031982942430703624,0.383645314364851,0.07034929321928077
robustness,mild,OCSVM,"{'nu': 0.01, 'kernel': 'rbf', 'gamma': 'scale'}",0.18749999999999997,0.10772003559896115,0.09419152276295134,0.17857142857142858,0.06396588486140725,0.3515146025727447,0.08202270703062624
robustness,mild,OCSVM,"{'nu': 0.03, 'kernel': 'rbf', 'gamma': 'scale'}",0.18181818181818185,0.3301462004880449,0.0936768149882904,0.1749271137026239,0.06396588486140725,0.3508277198408631,0.08129878037666974
robustness,mild,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 'scale'}",0.18181818181818185,0.570822509402138,0.09406322282189669,0.16991643454038996,0.0650319829424307,0.35053129094118185,0.08072078927444393
robustness,mild,OCSVM,"{'nu': 0.1, 'kernel': 'rbf', 'gamma': 'scale'}",0.18181818181818182,3.3540772447746043,0.021760633036597428,0.1506849315068493,0.011727078891257996,0.3523680596525328,0.07966402978319215
robustness,mild,OCSVM,"{'nu': 0.15, 'kernel': 'rbf', 'gamma': 'scale'}",0.18181818181818182,6.085254296804727,0.015888778550148957,0.11594202898550725,0.008528784648187633,0.3520867637597422,0.07792165983114835
robustness,mild,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 'auto'}",0.1739130434782609,0.30518299312024766,0.02881844380403458,0.14563106796116504,0.015991471215351813,0.34969441340570767,0.07924793595685017
robustness,mild,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.1}",0.18181818181818182,0.149406446600873,0.013861386138613862,0.09722222222222222,0.007462686567164179,0.3984736582197041,0.07923082720908259
robustness,mild,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.01}",0.18181818181818185,0.5126682305554304,0.09472880061115355,0.16711590296495957,0.06609808102345416,0.35025133031370503,0.08048719376702494
robustness,mild,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.001}",0.1739130434782609,0.24028265435808294,0.028790786948176585,0.14423076923076922,0.015991471215351813,0.3497222314330801,0.0792262846524649
robustness,none,Mahalanobis,{'method': 'empirical'},0.13761467889908258,2972.6660153148264,0.11338548922945021,0.06333812260536398,0.5403472931562819,0.5235566631372511,0.0602422335479914
robustness,none,Mahalanobis,{'method': 'robust'},0.13571428571428573,6882.296172836153,0.12130251056425553,0.06600541027953111,0.7477017364657814,0.5250763918805867,0.0602939396512971
robustness,none,IsolationForest,"{'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto'}",0.13636363636363635,-0.026123325233621042,0.018936635105608158,0.03299492385786802,0.013278855975485188,0.41222196675764394,0.04838574635300398
robustness,none,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'contamination': 'auto'}",0.12345679012345678,-0.043282485851749264,0.0612094395280236,0.04789382573571841,0.08478038815117467,0.4076822017680003,0.048708117025551216
robustness,none,IsolationForest,"{'n_estimators': 300, 'max_samples': 'auto', 'contamination': 'auto'}",0.12307692307692307,-0.038795993223540826,0.05608412618928393,0.0550098231827112,0.05720122574055159,0.40403694840924353,0.04956420224046375
robustness,none,IsolationForest,"{'n_estimators': 100, 'max_samples': 0.8, 'contamination': 'auto'}",0.10552763819095477,-0.11237368796209024,0.10165383518676932,0.05464020231435359,0.72829417773238,0.4202480112416279,0.04907163263652274
robustness,none,IsolationForest,"{'n_estimators': 100, 'max_samples': 0.6, 'contamination': 'auto'}",0.11224489795918366,-0.1016289908652645,0.09962062666854012,0.053489249339871744,0.7242083758937692,0.41844390481723515,0.05118105738765094
robustness,none,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'max_features': 0.8, 'contamination': 'auto'}",0.11274509803921569,-0.08914609527410056,0.09832869080779945,0.05276137807338764,0.7211440245148111,0.4118091152356961,0.04985272736941823
robustness,none,IsolationForest,"{'n_estimators': 200, 'max_samples': 'auto', 'max_features': 0.5, 'contamination': 'auto'}",0.12499999999999997,-0.033434029166550305,0.046296296296296294,0.06566604127579738,0.03575076608784474,0.4285697124088045,0.051580811440140706
robustness,none,OCSVM,"{'nu': 0.01, 'kernel': 'rbf', 'gamma': 'scale'}",0.13114754098360656,-0.04560469624842778,0.10050714615029968,0.09159663865546218,0.11133810010214505,0.3262381958401839,0.05456509426895747
robustness,none,OCSVM,"{'nu': 0.03, 'kernel': 'rbf', 'gamma': 'scale'}",0.13793103448275862,0.7617549812752955,0.04391891891891892,0.12682926829268293,0.026557711950970377,0.3270550892492756,0.05442387020853884
robustness,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 'scale'}",0.14285714285714285,1.7330118291946448,0.028268551236749116,0.10457516339869281,0.01634320735444331,0.3306303327072041,0.05465087096030133
robustness,none,OCSVM,"{'nu': 0.1, 'kernel': 'rbf', 'gamma': 'scale'}",0.14285714285714285,4.619829609978112,0.023318385650224215,0.09558823529411764,0.013278855975485188,0.328526298261532,0.05254539445887242
robustness,none,OCSVM,"{'nu': 0.15, 'kernel': 'rbf', 'gamma': 'scale'}",0.14285714285714285,9.09900491631656,0.019927536231884056,0.088,0.011235955056179775,0.3329323169773342,0.05226897778676143
robustness,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 'auto'}",0.13793103448275862,0.4091575343557281,0.03103448275862069,0.09944751381215469,0.018386108273748723,0.3292916686549523,0.05267114489968516
robustness,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.1}",0.14285714285714285,0.18330532863429677,0.014760147601476014,0.0761904761904762,0.008171603677221655,0.40203008690504516,0.0555507517542856
robustness,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.01}",0.14285714285714285,1.6650141204676068,0.028169014084507043,0.10191082802547771,0.01634320735444331,0.3305351619554586,0.05433958039251659
robustness,none,OCSVM,"{'nu': 0.05, 'kernel': 'rbf', 'gamma': 0.001}",0.13333333333333333,-0.06490760126619932,0.09265734265734266,0.08097784568372804,0.10827374872318693,0.32929327040673484,0.0526354326698898
