id,scenario,scenario_name,pooling,model,threshold,train_f1,train_auprc,train_roc_auc,train_prec,train_rec,val_f1,val_auprc,val_roc_auc,val_prec,val_rec,test_f1,test_auprc,test_roc_auc,test_prec,test_rec
S2a,baseline,Gold Balanced,cls,SVM (RBF),0.5589728485168473,0.8744588744588745,0.9635887259068509,0.928140318627451,0.9099099099099099,0.8416666666666667,0.8,0.8933635894317009,0.7820512820512822,0.8333333333333334,0.7692307692307693,0.8682170542635659,0.9141047483071015,0.8791973791973793,0.8888888888888888,0.8484848484848485
S2a,baseline,Gold Balanced,cls,XGBoost,0.3982400596141815,1.0,0.9999999999999999,1.0,1.0,1.0,0.8421052631578947,0.9082981474101788,0.8333333333333334,0.7741935483870968,0.9230769230769231,0.8333333333333334,0.9042332829580557,0.8488943488943489,0.7692307692307693,0.9090909090909091
S2a,baseline,Gold Balanced,cls,Dummy,0.0,0.6378600823045267,0.6329913365623018,0.48835784313725494,0.6300813008130082,0.6458333333333334,0.6428571428571429,0.6105065666041276,0.4461538461538461,0.6,0.6923076923076923,0.6861313868613139,0.655870202089264,0.5317362817362817,0.6619718309859155,0.7121212121212122
S2a,baseline,Gold Balanced,cls,SVM (Lin),0.7095087417568533,0.9699570815450643,0.9992560691105477,0.9986825980392157,1.0,0.9416666666666667,0.8163265306122449,0.8893356484268399,0.8230769230769232,0.8695652173913043,0.7692307692307693,0.8225806451612904,0.9206509002704375,0.8894348894348895,0.8793103448275862,0.7727272727272727
S2a,baseline,Gold Balanced,cls,NaiveBayes,7.53189292162898e-89,0.7920792079207921,0.8566959859415415,0.8032169117647059,0.6557377049180327,1.0,0.7575757575757576,0.801147594166939,0.6717948717948719,0.625,0.9615384615384616,0.7810650887573964,0.7772419844523317,0.6908271908271908,0.6407766990291263,1.0
S2a,baseline,Gold Balanced,cls,RandForest,0.56,1.0,1.0,1.0,1.0,1.0,0.8148148148148148,0.8799217404476951,0.8217948717948719,0.7857142857142857,0.8461538461538461,0.8652482269503546,0.8847246578593967,0.8507371007371007,0.8133333333333334,0.9242424242424242
S2a,baseline,Gold Balanced,cls,XGBoost,0.3982400596141815,1.0,0.9999999999999999,1.0,1.0,1.0,0.8421052631578947,0.9082981474101788,0.8333333333333334,0.7741935483870968,0.9230769230769231,0.8333333333333334,0.9042332829580557,0.8488943488943489,0.7692307692307693,0.9090909090909091
S2b,hybrid,Hybrid (G+S),cls,LogReg,0.36353930579493643,0.9858078602620087,0.9995288255348069,0.9967205564731292,0.9966887417218543,0.9751619870410367,0.9658536585365853,0.9908272522482467,0.9437908496732026,0.9611650485436893,0.9705882352941176,0.9542743538767395,0.9931540339866018,0.9561866554054054,0.97165991902834,0.9375
S2b,hybrid,Hybrid (G+S),cls,SVM (RBF),0.6461241270725581,0.9610532089961602,0.9960693060905185,0.9729624571210774,0.9765886287625418,0.9460043196544277,0.9514563106796117,0.9918728541178692,0.9444444444444444,0.9423076923076923,0.9607843137254902,0.9432485322896281,0.9919724671098714,0.9487964527027029,0.9450980392156862,0.94140625
S2b,hybrid,Hybrid (G+S),cls,XGBoost,0.9220708608627319,1.0,1.0,1.0,1.0,1.0,0.9458128078817734,0.9829032627593233,0.8967320261437909,0.9504950495049505,0.9411764705882353,0.9506903353057199,0.9905848536307745,0.9403505067567567,0.9601593625498008,0.94140625
S2b,hybrid,Hybrid (G+S),cls,Dummy,0.0,0.8636610537751223,0.8692892120728146,0.48808918815906494,0.8688524590163934,0.8585313174946004,0.883495145631068,0.8746543489190548,0.5127450980392156,0.875,0.8921568627450981,0.8622047244094488,0.8697229438383716,0.48178842905405406,0.8690476190476191,0.85546875
S2b,hybrid,Hybrid (G+S),cls,SVM (Lin),0.7421386082994841,0.9846491228070176,0.9999953326194149,0.9999682378350908,1.0,0.9697624190064795,0.9705882352941176,0.9882830903812154,0.9333333333333333,0.9705882352941176,0.9705882352941176,0.9498997995991983,0.9918643717390783,0.9478462837837838,0.9753086419753086,0.92578125
S2b,hybrid,Hybrid (G+S),cls,NaiveBayes,6.504888358895828e-34,0.9262599469496021,0.9636921199574192,0.8392358023122856,0.9103232533889468,0.9427645788336934,0.9282296650717703,0.9421295112740679,0.7614379084967321,0.9065420560747663,0.9509803921568627,0.9251439539347409,0.9675936109324362,0.8460726351351351,0.909433962264151,0.94140625
S2b,hybrid,Hybrid (G+S),cls,RandForest,0.59,1.0,1.0,1.0,1.0,1.0,0.957345971563981,0.9827443049857338,0.9049019607843137,0.926605504587156,0.9901960784313726,0.9563567362428842,0.9801655373206184,0.9177576013513513,0.9298892988929889,0.984375
S2b,hybrid,Hybrid (G+S),cls,XGBoost,0.9220708608627319,1.0,1.0,1.0,1.0,1.0,0.9458128078817734,0.9829032627593233,0.8967320261437909,0.9504950495049505,0.9411764705882353,0.9506903353057199,0.9905848536307745,0.9403505067567567,0.9601593625498008,0.94140625
