scenario,filter,model,train_time_sec,test_auprc,test_roc_auc,test_max_f1,test_precision_at_max_f1,test_recall_at_max_f1,train_auprc,train_roc_auc,train_max_f1,train_precision_at_max_f1,train_recall_at_max_f1
S1d,aggressive,LogReg,0.07112431526184082,0.926233612396507,0.9758238058775381,0.8702594810379242,0.8416988416988417,0.9008264462809917,0.9998715008759486,0.999871550570011,0.9959700633275763,0.9965437788018433,0.9953970080552359
S1d,aggressive,SVM (RBF),3.652125358581543,0.9246457335692537,0.9728170464446968,0.8583690987124464,0.8928571428571429,0.8264462809917356,0.9963423279838601,0.9960591185190972,0.9692396982008125,0.977751756440281,0.9608745684695051
S1d,aggressive,XGBoost,3.954785108566284,0.8722716681270376,0.9503967206189106,0.791578947368421,0.8068669527896996,0.7768595041322314,1.0,1.0,1.0,1.0,1.0
S1d,aggressive,Dummy,0.0,0.37958680395693795,0.5105913183534443,0.2788018433179723,0.16198125836680052,1.0,0.6231266854305124,0.49942462600690446,0.6666666666666666,0.5,1.0
S1d,aggressive,SVM (Lin),1.9513792991638184,0.8768017896358482,0.9626481926438359,0.8223140495867769,0.8223140495867769,0.8223140495867769,1.0,1.0,1.0,1.0,1.0
S1d,aggressive,NaiveBayes,0.014861583709716797,0.7372577654336047,0.900064029783751,0.6905263157894737,0.703862660944206,0.6776859504132231,0.9485625463051088,0.9469305221005853,0.8752759381898454,0.8409331919406151,0.9125431530494822
S1d,aggressive,RandForest,0.7426364421844482,0.8542043924389595,0.9465070762812557,0.7768924302788843,0.75,0.8057851239669421,0.9999999999999999,1.0,1.0,1.0,1.0
S1e,none,LogReg,0.14345002174377441,0.9972406373080743,0.9971678467305289,0.9754098360655737,0.9794238683127572,0.9714285714285714,0.9999448100234658,0.9999445887228642,0.9974450689831375,0.9969356486210419,0.9979550102249489
S1e,none,SVM (RBF),4.2743048667907715,0.9953851931586254,0.9952353186172429,0.9666666666666667,0.9872340425531915,0.9469387755102041,0.9982199502197774,0.9981275170311266,0.98159509202454,0.9815950920245399,0.9815950920245399
S1e,none,XGBoost,4.252145051956177,0.9809448536088146,0.9802082465639317,0.9230769230769232,0.8931297709923665,0.9551020408163265,1.0,1.0,1.0,1.0,1.0
S1e,none,Dummy,0.0,0.5994355188884064,0.4734693877551021,0.6666666666666666,0.5,1.0,0.6268318814331084,0.5051124744376279,0.6666666666666666,0.5,1.0
S1e,none,SVM (Lin),2.2727086544036865,0.9933352824678474,0.9935360266555602,0.9670781893004115,0.975103734439834,0.9591836734693877,1.0,1.0,1.0,1.0,1.0
S1e,none,NaiveBayes,0.02320241928100586,0.9447556728992074,0.9403748438150771,0.8811475409836065,0.8847736625514403,0.8775510204081632,0.9509391363033833,0.9489285759092679,0.8921370967741935,0.8797216699801192,0.9049079754601227
S1e,none,RandForest,0.8790185451507568,0.972035181337674,0.9700708038317368,0.9128630705394192,0.9282700421940928,0.8979591836734694,1.0,1.0,1.0,1.0,1.0
S1e,mild,LogReg,0.1634373664855957,0.9946056789106514,0.9943936995862017,0.9593147751605996,0.9411764705882353,0.9781659388646288,0.9999808784152551,0.9999808892472156,0.9983615510649919,0.9978165938864629,0.9989071038251366
S1e,mild,SVM (RBF),3.914015293121338,0.9930195440171854,0.993211418546557,0.9653679653679653,0.9570815450643777,0.9737991266375546,0.9982408164983624,0.9982107557705515,0.9787928221859706,0.974025974025974,0.9836065573770492
S1e,mild,XGBoost,4.156991720199585,0.9858879615772359,0.9840773440628516,0.9414414414414415,0.9720930232558139,0.9126637554585153,1.0,1.0,1.0,1.0,1.0
S1e,mild,Dummy,0.0010020732879638672,0.61672410754499,0.4934497816593887,0.6666666666666666,0.5,1.0,0.6215720613369924,0.4967213114754099,0.6666666666666666,0.5,1.0
S1e,mild,SVM (Lin),2.0543437004089355,0.9899881866578347,0.9897122480501898,0.9440715883668903,0.9678899082568807,0.9213973799126638,0.9999999999999999,1.0,1.0,1.0,1.0
S1e,mild,NaiveBayes,0.01632404327392578,0.9467984805887124,0.9467782841669686,0.8778280542986425,0.9107981220657277,0.8471615720524017,0.9421047837019446,0.9408139986264147,0.8807439824945295,0.8817086527929902,0.8797814207650273
S1e,mild,RandForest,0.8056221008300781,0.9790141386237514,0.9773745733300281,0.9223946784922393,0.9369369369369369,0.9082969432314411,1.0,0.9999999999999999,1.0,1.0,1.0
S1e,aggressive,LogReg,0.22488784790039062,0.9947464926145019,0.9944047186199652,0.9703872437357631,0.9815668202764977,0.9594594594594594,0.9999974693810929,0.9999974665328996,0.9994378864530634,0.998876404494382,1.0
S1e,aggressive,SVM (RBF),3.6884920597076416,0.9943185080382758,0.9941017250434291,0.965675057208238,0.9813953488372092,0.9504504504504504,0.9987848945966727,0.9987408668511031,0.981797497155859,0.9930955120828538,0.9707536557930259
S1e,aggressive,XGBoost,3.795435667037964,0.9898501085999201,0.9898800145436917,0.9551569506726457,0.9508928571428571,0.9594594594594594,1.0,1.0,1.0,1.0,1.0
S1e,aggressive,Dummy,0.0009999275207519531,0.6178896593222436,0.4965963721569102,0.6656671664167916,0.49887640449438203,1.0,0.6266304952495135,0.5030971635302345,0.6669167291822956,0.5002813731007316,1.0
S1e,aggressive,SVM (Lin),1.7761638164520264,0.9911328366024548,0.9900820102613824,0.9500000000000001,0.9587155963302753,0.9414414414414415,1.0,1.0,1.0,1.0,1.0
S1e,aggressive,NaiveBayes,0.015390634536743164,0.9370947246531618,0.9381792106007353,0.889390519187359,0.8914027149321267,0.8873873873873874,0.954916652196357,0.9513821329766211,0.883144857296715,0.8471074380165289,0.922384701912261
S1e,aggressive,RandForest,0.7817671298980713,0.9824097897269536,0.9823556740597099,0.9281045751633986,0.8987341772151899,0.9594594594594594,1.0,1.0,1.0,1.0,1.0
