variant,sent_precision,sent_recall,sent_f1,sent_auprc,sent_accuracy,ext_precision,ext_recall,ext_f1,ext_tp,ext_fp_wrong_word,ext_fp_neutral,ext_fn,parse_errors,n_sentences
A_base,0.9,0.5901639344262295,0.7128712871287128,0.7738659875855484,0.7184466019417476,0.575,0.3770491803278688,0.4554455445544554,23,13,4,25,0,103
B_theory,0.9512195121951219,0.639344262295082,0.7647058823529411,0.8217489703147867,0.7669902912621359,0.6097560975609756,0.4098360655737705,0.4901960784313726,25,14,2,22,0,103
